COVID 19 Rules,Written Record,Recording,"Meeting
Record",Day,Month,Year,Date,"Press
Release",Topic/Subject,"Security Council
Outcome / Vote",Presidential Statement,Communique,Press Elements,Resolution,Unanimous,Failed,Vetoed,No Outcome,Closed Meeting,Presidency,Gender_Rep,P5 Presidency,Non-P5 Presidency,Region,PermRep_Name,Note
0,n/a,n/a,S/PV.5496(closed),26,July,2006,7/26/2006,none issued,Afghanistan,Communiqué,0,1,0,0,0,0,0,0,1,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5497,27,July,2006,7/27/2006,SC/8788,Middle East situation,S/PRST/2006/34,1,0,0,0,0,0,0,0,0,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5498,30,July,2006,7/30/2006,SC/8789,Middle East situation,--,0,0,0,0,0,0,0,1,0,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5499,30,July,2006,7/30/2006,SC/8791,Middle East situation,S/PRST/2006/35,1,0,0,0,0,0,0,0,0,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5500,31,July,2006,7/31/2006,SC/8792,Non-proliferation,"S/RES/1696 (2006)
14-1-0",0,0,0,1,0,0,0,0,0,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5501,31,July,2006,7/31/2006,SC/8793,Middle East situation,"S/RES/1697 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5502,31,July,2006,7/31/2006,SC/8794,Democratic Republic of the Congo,"S/RES/1698 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5503,31,July,2006,7/31/2006,SC/8796,Middle East situation,--,0,0,0,0,0,0,0,1,0,France,male,yes,no,WEOG,Jean-Marc de La Sablière,
0,n/a,n/a,S/PV.5504,3,August,2006,8/3/2006,SC/8800,Democratic Republic of the Congo,S/PRST/2006/36,1,0,0,0,0,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5505,7,August,2006,8/7/2006,SC/8802,Côte d'Ivoire,S/PRST/2006/37,1,0,0,0,0,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5506(closed),8,August,2006,8/8/2006,none issued,Meeting with countries contributing troops to the UN Stabilization Mission in Haiti,Communiqué,0,1,0,0,0,0,0,0,1,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5507,8,August,2006,8/8/2006,SC/8803,Sanctions,"S/RES/1699 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5508,8,August,2006,8/8/2006,SC/8804,Middle East situation,--,0,0,0,0,0,0,0,1,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5509 (Resumption 1),9,August,2006,8/9/2006,SC/8805,West Africa: Peace consolidation in West Africa ,S/PRST/2006/38,1,0,0,0,0,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5509,9,August,2006,8/9/2006,SC/8805,West Africa: Peace consolidation in West Africa ,--,0,0,0,0,0,0,0,1,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5510,10,August,2006,8/10/2006,SC/8807,Iraq,"S/RES/1700 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5511+Corr.1,11,August,2006,8/11/2006,SC/8808,Middle East situation,"S/RES/1701 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5512,15,August,2006,8/15/2006,SC/8810,Timor-Leste,--,0,0,0,0,0,0,0,1,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5513,15,August,2006,8/15/2006,SC/8811,Haiti,"S/RES/1702 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5514,18,August,2006,8/18/2006,SC/8812,Timor-Leste,"S/RES/1703 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5515,22,August,2006,8/22/2006,SC/8813,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5516,25,August,2006,8/25/2006,SC/8817,Timor-Leste,"S/RES/1704 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5517(closed),28,August,2006,8/28/2006,none issued,Sudan,Communiqué,0,1,0,0,0,0,0,0,1,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5518,29,August,2006,8/29/2006,SC/8819,International Tribunal — Rwanda,"S/RES/1705 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5519,31,August,2006,8/31/2006,SC/8821,Sudan,"S/RES/1706 (2006)
12-0-3",0,0,0,1,0,0,0,0,0,Ghana,male,no,yes,AG,Nana Effah-Apenteng,
0,n/a,n/a,S/PV.5520,11,September,2006,9/11/2006,SC/8823,Sudan,--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5521,12,September,2006,9/12/2006,SC/8826,Afghanistan,"S/RES/1707 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5522,13,September,2006,9/13/2006,SC/8827,Kosovo (Serbia),--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5523,14,September,2006,9/14/2006,SC/8829,Iraq,--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5524,14,September,2006,9/14/2006,SC/8830,Côte d'Ivoire,"S/RES/1708 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5525,15,September,2006,9/15/2006,SC/8831,Africa,--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5526,15,September,2006,9/15/2006,SC/8832,Myanmar,--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5527(closed),18,September,2006,9/18/2006,none issued,Meeting with countries contributing troops to the UN Mission in the Sudan,Communiqué,0,1,0,0,0,0,0,0,1,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5528,18,September,2006,9/18/2006,SC/8833,Sudan,--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5529,20,September,2006,9/20/2006,SC/8834,Cooperation between the United Nations and regional organizations in maintaining international peace and security,S/PRST/2006/39,1,0,0,0,0,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5530,21,September,2006,9/21/2006,SC/8836,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5531(closed),22,September,2006,9/22/2006,none issued,Kosovo (Serbia),Communiqué,0,1,0,0,0,0,0,0,1,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5532+Corr.1,22,September,2006,9/22/2006,SC/8838,Sudan,"S/RES/1709 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5533+Corr.1,22,September,2006,9/22/2006,SC/8839,Democratic Republic of the Congo,S/PRST/2006/40,1,0,0,0,0,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5535(closed),25,September,2006,9/25/2006,none issued,Somalia,Communiqué,0,1,0,0,0,0,0,0,1,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5534(closed),25,September,2006,9/25/2006,none issued,Meeting with countries contributing troops to the UN Mission in Liberia,Communiqué,0,1,0,0,0,0,0,0,1,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5536(closed),26,September,2006,9/26/2006,none issued,Meeting with countries contributing troops to the UN Mission in Ethiopia and Eritrea,Communiqué,0,1,0,0,0,0,0,0,1,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5537(closed),27,September,2006,9/27/2006,none issued,Meeting with countries contributing troops to the UN Organization Mission in the Democratic Republic of the Congo,Communiqué,0,1,0,0,0,0,0,0,1,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5538,28,September,2006,9/28/2006,SC/8840,Briefings by Chairmen of subsidiary bodies of the Security Council,--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5526 (Resumption 1)(closed),29,September,2006,9/29/2006,none issued,Myanmar,Communiqué,0,1,0,0,0,0,0,0,1,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5539,29,September,2006,9/29/2006,SC/8841,Middle East situation,--,0,0,0,0,0,0,0,1,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5540,29,September,2006,9/29/2006,SC/8842,Eritrea-Ethiopia,"S/RES/1710 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5541,29,September,2006,9/29/2006,SC/8843,Democratic Republic of the Congo,"S/RES/1711 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5542,29,September,2006,9/29/2006,SC/8844,Liberia,"S/RES/1712 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5543,29,September,2006,9/29/2006,SC/8845,Sudan,"S/RES/1713 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Greece,male,no,yes,WEOG,Adamantios Vassilakis,
0,n/a,n/a,S/PV.5544(closed),6,October,2006,10/6/2006,none issued,Meeting with countries contributing troops to the UN Observer Mission in Georgia,Communiqué,0,1,0,0,0,0,0,0,1,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5545,6,October,2006,10/6/2006,SC/8848,Sudan,"S/RES/1714 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5546,6,October,2006,10/6/2006,SC/8849,Letter dated 4 July 2006 from the Permanent Representative of Japan to the United Nations addressed to the President of the Security Council,S/PRST/2006/41,1,0,0,0,0,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5548(closed),9,October,2006,10/9/2006,none issued,Afghanistan,Communiqué,0,1,0,0,0,0,0,0,1,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5547(closed),9,October,2006,10/9/2006,none issued,Recommendation for the appointment of the Secretary-General of the United Nations,"Communiqué+S/RES/1715 (2006)
without vote",0,1,0,1,0,0,0,0,1,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5549,13,October,2006,10/13/2006,SC/8851,Georgia,"S/RES/1716 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5550,13,October,2006,10/13/2006,SC/8852,International Tribunal — Rwanda,"S/RES/1717 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5551,14,October,2006,10/14/2006,SC/8853,Non-proliferation / Democratic People's Republic of Korea,"S/RES/1718 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5552,19,October,2006,10/19/2006,SC/8855,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5555(closed),25,October,2006,10/25/2006,none issued,Côte d'Ivoire,Communiqué,0,1,0,0,0,0,0,0,1,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5553(closed),25,October,2006,10/25/2006,none issued,Meeting with countries contributing troops to the UN Mission for the Referendum in Western Sahara,Communiqué,0,1,0,0,0,0,0,0,1,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5554,25,October,2006,10/25/2006,SC/8857,Burundi,"S/RES/1719 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5556 (Resumption 1),26,October,2006,10/26/2006,SC/8858,"Women and peace and security: Report of the Secretary-General on women, peace and security (S/2006/770)",S/PRST/2006/42,1,0,0,0,0,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5556,26,October,2006,10/26/2006,SC/8858,"Women and peace and security: Report of the Secretary-General on women, peace and security (S/2006/770)",--,0,0,0,0,0,0,0,1,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5557(closed),27,October,2006,10/27/2006,none issued,Briefing by the President of the International Court of Justice,Communiqué,0,1,0,0,0,0,0,0,1,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5558(closed),30,October,2006,10/30/2006,none issued,Central African Republic,Communiqué,0,1,0,0,0,0,0,0,1,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5559,30,October,2006,10/30/2006,SC/8859,Middle East situation,S/PRST/2006/43,1,0,0,0,0,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5560,31,October,2006,10/31/2006,SC/8860,Western Sahara,"S/RES/1720 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Japan,male,no,yes,APG,Kenzo Oshima,
0,n/a,n/a,S/PV.5561,1,November,2006,11/1/2006,SC/8861,Côte d'Ivoire,"S/RES/1721 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5562,7,November,2006,11/7/2006,SC/8863,Democratic Republic of the Congo,S/PRST/2006/44,1,0,0,0,0,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5563,8,November,2006,11/8/2006,SC/8864,Bosnia and Herzegovina,--,0,0,0,0,0,0,0,1,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5564 (Resumption 1),9,November,2006,11/9/2006,SC/8865,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5564,9,November,2006,11/9/2006,SC/8865,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5565,11,November,2006,11/11/2006,SC/8867,"Middle East situation, including the Palestinian question","Draft resolutionS/2006/878vetoed by USA
10-1-4",0,0,0,0,0,0,1,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5566,16,November,2006,11/16/2006,SC/8869,Great Lakes region,S/PRST/2006/45,1,0,0,0,0,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5567,21,November,2006,11/21/2006,SC/8871,Bosnia and Herzegovina,"S/RES/1722 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5568,21,November,2006,11/21/2006,SC/8872,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5569,21,November,2006,11/21/2006,SC/8873,Middle East situation,S/PRST/2006/46,1,0,0,0,0,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5570,22,November,2006,11/22/2006,SC/8874,Afghanistan,--,0,0,0,0,0,0,0,1,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5571,22,November,2006,11/22/2006,SC/8875,Africa,--,0,0,0,0,0,0,0,1,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5572,22,November,2006,11/22/2006,SC/8876,Central African Republic,S/PRST/2006/47,1,0,0,0,0,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5573 (Resumption 1),28,November,2006,11/28/2006,SC/8877,Children and armed conflict: Report of the Secretary-General on children and armed conflict (S/2006/826) ,S/PRST/2006/48,1,0,0,0,0,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5573,28,November,2006,11/28/2006,SC/8877,Children and armed conflict: Report of the Secretary-General on children and armed conflict (S/2006/826) ,--,0,0,0,0,0,0,0,1,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5574,28,November,2006,11/28/2006,SC/8879,Iraq,"S/RES/1723 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5575,29,November,2006,11/29/2006,SC/8880,Somalia,"S/RES/1724 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Peru,male,no,yes,GRULAC,Jorge Voto-Bernales,
0,n/a,n/a,S/PV.5576,1,December,2006,12/1/2006,SC/8883,Letter dated 22 November 2006 from the Secretary-General addressed to the President of the Security Council,S/PRST/2006/49,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5577 (Resumption 1),4,December,2006,12/4/2006,SC/8884,Civilians in armed conflict,--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5577,4,December,2006,12/4/2006,SC/8884,Civilians in armed conflict,--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5578,6,December,2006,12/6/2006,SC/8886,Consideration of the draft report of the Security Council to the General Assembly,Note(S/2006/942),0,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5579,6,December,2006,12/6/2006,SC/8887,Somalia,"S/RES/1725 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5580,6,December,2006,12/6/2006,SC/8888,Democratic Republic of the Congo,S/PRST/2006/50,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5581,7,December,2006,12/7/2006,SC/8891,Security Council mission — Afghanistan,--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5582(closed),8,December,2006,12/8/2006,none issued,Meeting with countries contributing troops to the UN Peacekeeping Force in Cyprus,Communiqué,0,1,0,0,0,0,0,0,1,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5583,11,December,2006,12/11/2006,SC/8895,Iraq,--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5585(closed),12,December,2006,12/12/2006,none issued,Meeting with countries contributing troops to the UN Operation in Côte d'Ivoire,Communiqué,0,1,0,0,0,0,0,0,1,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5584,12,December,2006,12/12/2006,SC/8896,Middle East situation,S/PRST/2006/51,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5586,12,December,2006,12/12/2006,SC/8898,Middle East situation,S/PRST/2006/52,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5587(closed),13,December,2006,12/13/2006,none issued,Meeting with countries contributing troops to the United Nations Disengagement Observer Force,Communiqué,0,1,0,0,0,0,0,0,1,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5588,13,December,2006,12/13/2006,SC/8900,Kosovo (Serbia),--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5590(closed),14,December,2006,12/14/2006,none issued,Sudan,Communiqué,0,1,0,0,0,0,0,0,1,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5589,14,December,2006,12/14/2006,SC/8901,Sudan,--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5591,15,December,2006,12/15/2006,SC/8903,Côte d'Ivoire,"S/RES/1726 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5592,15,December,2006,12/15/2006,SC/8904,Côte d'Ivoire,"S/RES/1727 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5593,15,December,2006,12/15/2006,SC/8905,Cyprus,"S/RES/1728 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5594,15,December,2006,12/15/2006,SC/8906,International Tribunal — Rwanda & Yugoslavia,--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5595,15,December,2006,12/15/2006,SC/8907,Chad-Sudan,S/PRST/2006/53,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5596,15,December,2006,12/15/2006,SC/8908,Middle East situation,"S/RES/1729 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5596,15,December,2006,12/15/2006,SC/8908,Middle East situation,S/PRST/2006/54,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5597,18,December,2006,12/18/2006,SC/8911,Middle East situation,--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5598,19,December,2006,12/19/2006,SC/8912,Reports of the Secretary-General on the Sudan,S/PRST/2006/55,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5599,19,December,2006,12/19/2006,SC/8913,Sanctions,"S/RES/1730 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5600,20,December,2006,12/20/2006,SC/8914,Peace and security — terrorist acts,S/PRST/2006/56,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5601,20,December,2006,12/20/2006,SC/8915,"Briefings by Chairmen of subsidiary bodies of the Security Council — sanctions, terrorism, Africa, peacekeeping",--,0,0,0,0,0,0,0,1,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5602,20,December,2006,12/20/2006,SC/8916,Liberia,"S/RES/1731 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5603,20,December,2006,12/20/2006,SC/8917,Great Lakes region,S/PRST/2006/57,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5604(closed),21,December,2006,12/21/2006,none issued,Meeting with countries contributing troops to the UN Operation in Burundi,Communiqué,0,1,0,0,0,0,0,0,1,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5605,21,December,2006,12/21/2006,SC/8919,Sanctions,"S/RES/1732 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5606,21,December,2006,12/21/2006,SC/8920,Côte d'Ivoire,S/PRST/2006/58,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5607,22,December,2006,12/22/2006,SC/8922,Tribute to Kofi Annan,"S/RES/1733 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5608,22,December,2006,12/22/2006,SC/8924,Sierra Leone,"S/RES/1734 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5609,22,December,2006,12/22/2006,SC/8925,Peace and security — terrorist acts,"S/RES/1735 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5610,22,December,2006,12/22/2006,SC/8926,Democratic Republic of the Congo,"S/RES/1736 (2006)
15-0-0",0,0,0,1,1,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
0,n/a,n/a,S/PV.5611,22,December,2006,12/22/2006,SC/8927,Somalia,S/PRST/2006/59,1,0,0,0,0,0,0,0,0,Qatar,male,no,yes,APG,Nassir Abdulaziz Al-Nasser,
